id,name,category,category_slug,subcategory,subcategory_slug,image,thumbnail,width,height,sha256
288,媒体对象布局,网页与 UI,05-web-ui,内容与产品模式,product-patterns,v2/images/05-web-ui/288-媒体对象布局.png,v2/thumbnails/05-web-ui/288-媒体对象布局.jpg,1086,1448,85d7d75a9f9ed67626741625953a9dadf2126b16efc36c0d30b66cfd06fac730
289,Hero 主视觉布局,网页与 UI,05-web-ui,内容与产品模式,product-patterns,v2/images/05-web-ui/289-Hero 主视觉布局.png,v2/thumbnails/05-web-ui/289-Hero 主视觉布局.jpg,1086,1448,5b9c0010ac29fc376d0e0c27f6105d1f2f8662f9c50ce723cf11a7975c2eeeb7
290,分层导航布局,网页与 UI,05-web-ui,内容与产品模式,product-patterns,v2/images/05-web-ui/290-分层导航布局.png,v2/thumbnails/05-web-ui/290-分层导航布局.jpg,1086,1448,bf10cd2861843e57690c4d97908b81589779aeda468ae5b0e7de2653975dbdf3
291,大体流动模式,网页与 UI,05-web-ui,响应式重排模式,responsive-patterns,v2/images/05-web-ui/291-大体流动模式.png,v2/thumbnails/05-web-ui/291-大体流动模式.jpg,1086,1448,ff48a9ff92fe2b8363dc6967d39d35ee5894ffbc08066938665b106cf6b28340
292,列下落模式,网页与 UI,05-web-ui,响应式重排模式,responsive-patterns,v2/images/05-web-ui/292-列下落模式.png,v2/thumbnails/05-web-ui/292-列下落模式.jpg,1086,1448,a7241e0697b2dffb4e3d01f5a1a488045dec7a6627e7d196b07961439f2ff102
293,布局切换模式,网页与 UI,05-web-ui,响应式重排模式,responsive-patterns,v2/images/05-web-ui/293-布局切换模式.png,v2/thumbnails/05-web-ui/293-布局切换模式.jpg,1086,1448,0807c2fc6ee9ba15c0baee1b211d1913ee89597d251f0827a7c6e840c018e8f5
294,微调模式,网页与 UI,05-web-ui,响应式重排模式,responsive-patterns,v2/images/05-web-ui/294-微调模式.png,v2/thumbnails/05-web-ui/294-微调模式.jpg,1086,1448,dbab0d7fe34361adc9833e067ac564d9addc450a4f7c9ab2729efc051199d3cd
295,画布外模式,网页与 UI,05-web-ui,响应式重排模式,responsive-patterns,v2/images/05-web-ui/295-画布外模式.png,v2/thumbnails/05-web-ui/295-画布外模式.jpg,1086,1448,2b7799f41f3adcb70ff463a72efa77237c678a919e7f7340768ba98089ce6168
296,堆叠重排,网页与 UI,05-web-ui,响应式重排模式,responsive-patterns,v2/images/05-web-ui/296-堆叠重排.png,v2/thumbnails/05-web-ui/296-堆叠重排.jpg,1086,1448,f2f87a6c76c3fb21611eae60fe17c4df1456b45b3e222d5cc482d0d693fc239e
297,顺序重排,网页与 UI,05-web-ui,响应式重排模式,responsive-patterns,v2/images/05-web-ui/297-顺序重排.png,v2/thumbnails/05-web-ui/297-顺序重排.jpg,1086,1448,298fb9ed5883477213c6d1d2ff58f3096745a6b05943076f337a64b18c73928a
298,折叠双窗格,网页与 UI,05-web-ui,响应式重排模式,responsive-patterns,v2/images/05-web-ui/298-折叠双窗格.png,v2/thumbnails/05-web-ui/298-折叠双窗格.jpg,1086,1448,131ebb410aac0ca671be9dd5ae7ebf4266c1ae9b640f225c1b4a27d7c11c47b4
299,自适应网格,网页与 UI,05-web-ui,响应式重排模式,responsive-patterns,v2/images/05-web-ui/299-自适应网格.png,v2/thumbnails/05-web-ui/299-自适应网格.jpg,1086,1448,3ac616650813fe41827e600ac73abe4f32ad506e7cfa8ac1d1bb669606b423d9
300,组件级响应布局,网页与 UI,05-web-ui,响应式重排模式,responsive-patterns,v2/images/05-web-ui/300-组件级响应布局.png,v2/thumbnails/05-web-ui/300-组件级响应布局.jpg,1086,1448,1deabd5555e86f7298fe87d54f753a9a40d3524d52cc3ecc4c0e663c33d08293
301,单人构图,影视画面构图,06-film-frame,人物数量与群像,subject-count,v2/images/06-film-frame/301-单人构图.png,v2/thumbnails/06-film-frame/301-单人构图.jpg,1086,1448,45d4ee9ed13b10d876f452a9f29e5243108304596061eb7c01107fb6bc9586a6
302,双人构图,影视画面构图,06-film-frame,人物数量与群像,subject-count,v2/images/06-film-frame/302-双人构图.png,v2/thumbnails/06-film-frame/302-双人构图.jpg,1086,1448,5b6e279b8415c35a8eaf8a817860cd26debff0c8b024b52311e6ec2fbc3f63ad
303,三人构图,影视画面构图,06-film-frame,人物数量与群像,subject-count,v2/images/06-film-frame/303-三人构图.png,v2/thumbnails/06-film-frame/303-三人构图.jpg,1086,1448,558664c427dca9787b50434af32e90f471576e57509dfcde4a4544ba158846a8
304,群像构图,影视画面构图,06-film-frame,人物数量与群像,subject-count,v2/images/06-film-frame/304-群像构图.png,v2/thumbnails/06-film-frame/304-群像构图.jpg,1086,1448,5194cea94bfd808311cd65edd39eabbe856a784863f7f51b8871f185077e0c25
305,过肩构图,影视画面构图,06-film-frame,视角与镜头覆盖,viewpoint-coverage,v2/images/06-film-frame/305-过肩构图.png,v2/thumbnails/06-film-frame/305-过肩构图.jpg,1086,1448,15ffc0f7336664c6b33290746053ee61acd74f16a826ee189f7a41d1f9d8e06a
306,主观视角构图,影视画面构图,06-film-frame,视角与镜头覆盖,viewpoint-coverage,v2/images/06-film-frame/306-主观视角构图.png,v2/thumbnails/06-film-frame/306-主观视角构图.jpg,1086,1448,a03abc26709ae54dbcb640e9f3e869ce2ac1b84b531048a7222ed14b518b4227
307,客观视角构图,影视画面构图,06-film-frame,视角与镜头覆盖,viewpoint-coverage,v2/images/06-film-frame/307-客观视角构图.png,v2/thumbnails/06-film-frame/307-客观视角构图.jpg,1086,1448,f67c653619a8c6ee3d4686af31ad3ff1c734d514cd083a076887ae5e6ee73f8c
308,净单人镜头,影视画面构图,06-film-frame,视角与镜头覆盖,viewpoint-coverage,v2/images/06-film-frame/308-净单人镜头.png,v2/thumbnails/06-film-frame/308-净单人镜头.jpg,1086,1448,9353c8e8626da2b8e6d88d6ac18093ce3316302dde101a83a89b1aba92e87d04
309,脏单人镜头,影视画面构图,06-film-frame,视角与镜头覆盖,viewpoint-coverage,v2/images/06-film-frame/309-脏单人镜头.png,v2/thumbnails/06-film-frame/309-脏单人镜头.jpg,1086,1448,ad2b506206e776753f0a91931cd1cd61ff50b919a4352315712fe774d63d1cf8
310,深度调度,影视画面构图,06-film-frame,场面调度与景深,blocking-depth,v2/images/06-film-frame/310-深度调度.png,v2/thumbnails/06-film-frame/310-深度调度.jpg,1086,1448,cff968b21862e922085d72e697c425be0c3e0c58285c93603293578da35ae810
311,平面调度,影视画面构图,06-film-frame,场面调度与景深,blocking-depth,v2/images/06-film-frame/311-平面调度.png,v2/thumbnails/06-film-frame/311-平面调度.jpg,1086,1448,c437c6420efeb7eaf58f7cba57e1e0f6d436b959a3e33fbf6f5547a8a6ab38c2
312,三角调度,影视画面构图,06-film-frame,场面调度与景深,blocking-depth,v2/images/06-film-frame/312-三角调度.png,v2/thumbnails/06-film-frame/312-三角调度.jpg,1086,1448,2d27a007aa7f0961e686a529054a7169ba4477b2d66678959178f74864d29cc8
313,横向调度,影视画面构图,06-film-frame,场面调度与景深,blocking-depth,v2/images/06-film-frame/313-横向调度.png,v2/thumbnails/06-film-frame/313-横向调度.jpg,1086,1448,77a643bf28359d3d5e9675bde3adc537cc3903d0e14dc70d8747c1235db9ed26
314,多层前景调度,影视画面构图,06-film-frame,场面调度与景深,blocking-depth,v2/images/06-film-frame/314-多层前景调度.png,v2/thumbnails/06-film-frame/314-多层前景调度.jpg,1086,1448,1050289519c2013dc43de265dff30563593054098726fb05b71beb0f5d98215b
315,高远法,中国传统构图,07-chinese-composition,三远、透视与游观,perspective-roaming,v2/images/07-chinese-composition/315-高远法.png,v2/thumbnails/07-chinese-composition/315-高远法.jpg,1086,1448,388c79ecf4b46db1c70f5071391d6530626cf4dc1d91e8413fab2f5e66cd89e9
316,深远法,中国传统构图,07-chinese-composition,三远、透视与游观,perspective-roaming,v2/images/07-chinese-composition/316-深远法.png,v2/thumbnails/07-chinese-composition/316-深远法.jpg,1086,1448,3a15a520e9c7d70bee2e213566e08c3317ed86882edd844e6c814a27d5d3a97f
317,平远法,中国传统构图,07-chinese-composition,三远、透视与游观,perspective-roaming,v2/images/07-chinese-composition/317-平远法.png,v2/thumbnails/07-chinese-composition/317-平远法.jpg,1086,1448,527e06561e873affd5faa423b65b8d0dc663d9ac2b430f05f78eb2688a275d1c
318,三远综合构图,中国传统构图,07-chinese-composition,三远、透视与游观,perspective-roaming,v2/images/07-chinese-composition/318-三远综合构图.png,v2/thumbnails/07-chinese-composition/318-三远综合构图.jpg,1086,1448,ece0f105aad5147fa0cbff42ed79b17bb3f99ba26aa0f706f1bb907d69b74de2
319,散点透视,中国传统构图,07-chinese-composition,三远、透视与游观,perspective-roaming,v2/images/07-chinese-composition/319-散点透视.png,v2/thumbnails/07-chinese-composition/319-散点透视.jpg,1086,1448,5eab0d63dd0bd97e7063c4f6ae1a35f0fcdf97cd9719e63264355a0a6000c2fe
320,游观式构图,中国传统构图,07-chinese-composition,三远、透视与游观,perspective-roaming,v2/images/07-chinese-composition/320-游观式构图.png,v2/thumbnails/07-chinese-composition/320-游观式构图.jpg,1086,1448,cf8ea0d9356d8f77eb9ddc6e42e86a472cf61d2d050bc4ec8f1381225328f52b
321,全景式构图,中国传统构图,07-chinese-composition,取景与景式,scene-framing,v2/images/07-chinese-composition/321-全景式构图.png,v2/thumbnails/07-chinese-composition/321-全景式构图.jpg,1086,1448,408911eeae412592f58c24c942af7616d6cafb164d7e2ea0f34677be043f9c2c
322,一河两岸式,中国传统构图,07-chinese-composition,取景与景式,scene-framing,v2/images/07-chinese-composition/322-一河两岸式.png,v2/thumbnails/07-chinese-composition/322-一河两岸式.jpg,1086,1448,c908f799d601d5a14053d0d92e0e426d7a0efc6e420aaa579e84cd5243690a94
323,边角式构图,中国传统构图,07-chinese-composition,取景与景式,scene-framing,v2/images/07-chinese-composition/323-边角式构图.png,v2/thumbnails/07-chinese-composition/323-边角式构图.jpg,1086,1448,dfde5088fa304a275e5927301d3d9a39a063e6ba503183d9932b6409e8e430ad
324,截景式构图,中国传统构图,07-chinese-composition,取景与景式,scene-framing,v2/images/07-chinese-composition/324-截景式构图.png,v2/thumbnails/07-chinese-composition/324-截景式构图.jpg,1086,1448,2cb7001cdbd980750c423639ebce4f15ca2ef9e21ca1f395fee3f73d294ba7fc
325,折枝式构图,中国传统构图,07-chinese-composition,取景与景式,scene-framing,v2/images/07-chinese-composition/325-折枝式构图.png,v2/thumbnails/07-chinese-composition/325-折枝式构图.jpg,1086,1448,f740cdc1cffe0908a82885b8bfb562f0224ebb452acaccb08e67ebe3d179bbf8
326,留白构图,中国传统构图,07-chinese-composition,留白、虚实与章法,blank-rhythm,v2/images/07-chinese-composition/326-留白构图.png,v2/thumbnails/07-chinese-composition/326-留白构图.jpg,1086,1448,72bb51ff2194c2a7e7836c4fbfcaf8c97211fbe74667d6876ee37f1e6c40b6ac
327,计白当黑构图,中国传统构图,07-chinese-composition,留白、虚实与章法,blank-rhythm,v2/images/07-chinese-composition/327-计白当黑构图.png,v2/thumbnails/07-chinese-composition/327-计白当黑构图.jpg,1086,1448,46bcf9c6155cf3586b3cd777fe672ac8313c6d205f493a0f87c7d378333a4e4e
328,虚实相生构图,中国传统构图,07-chinese-composition,留白、虚实与章法,blank-rhythm,v2/images/07-chinese-composition/328-虚实相生构图.png,v2/thumbnails/07-chinese-composition/328-虚实相生构图.jpg,1086,1448,79fa485218705569d0c180060d5bdd34e38c23a11b6784f36e1e769eb954e7e8
329,疏密相间构图,中国传统构图,07-chinese-composition,留白、虚实与章法,blank-rhythm,v2/images/07-chinese-composition/329-疏密相间构图.png,v2/thumbnails/07-chinese-composition/329-疏密相间构图.jpg,1086,1448,68fce3235c6d2c8a6bde0dc9bbe9e2e0d47f2e17be48e5a177a7bf65d6efd0fe
330,主宾关系构图,中国传统构图,07-chinese-composition,留白、虚实与章法,blank-rhythm,v2/images/07-chinese-composition/330-主宾关系构图.png,v2/thumbnails/07-chinese-composition/330-主宾关系构图.jpg,1086,1448,cf9f924e240ccb2d2e54a4aaf8bd7a600412549f9bd602232675238f0a784830
331,开合构图,中国传统构图,07-chinese-composition,留白、虚实与章法,blank-rhythm,v2/images/07-chinese-composition/331-开合构图.png,v2/thumbnails/07-chinese-composition/331-开合构图.jpg,1086,1448,c8cc322c26b5ffc84b3c060f37a9396f90811293deb94d5fdf0333ce8ab110f2
332,起承转合构图,中国传统构图,07-chinese-composition,留白、虚实与章法,blank-rhythm,v2/images/07-chinese-composition/332-起承转合构图.png,v2/thumbnails/07-chinese-composition/332-起承转合构图.jpg,1086,1448,4dfe08bed4a102987709f7ed646fb1e0ec36ed792bb2c3d3de37509dc867172c
333,藏露关系构图,中国传统构图,07-chinese-composition,留白、虚实与章法,blank-rhythm,v2/images/07-chinese-composition/333-藏露关系构图.png,v2/thumbnails/07-chinese-composition/333-藏露关系构图.jpg,1086,1448,835b4a6e721997ab4e99a77c87509fd1bd271db542b2b7645305c8b2e7a95a20
334,欹正关系构图,中国传统构图,07-chinese-composition,留白、虚实与章法,blank-rhythm,v2/images/07-chinese-composition/334-欹正关系构图.png,v2/thumbnails/07-chinese-composition/334-欹正关系构图.jpg,1086,1448,5bce5c5e75d36a7db66ae569d7533e7c0f0b19b2d26d69454002d09b5df6c312
335,标题幻灯片幻灯片版式,演示文稿页面,08-presentation,基础幻灯片,core-slides,v2/images/08-presentation/335-标题幻灯片幻灯片版式.png,v2/thumbnails/08-presentation/335-标题幻灯片幻灯片版式.jpg,1086,1448,3f0e706ffafdd057d3884d09b649d592987858aac3588b80c61ceac1efcb8934
336,标题和内容幻灯片版式,演示文稿页面,08-presentation,基础幻灯片,core-slides,v2/images/08-presentation/336-标题和内容幻灯片版式.png,v2/thumbnails/08-presentation/336-标题和内容幻灯片版式.jpg,1086,1448,a48de7d170dadc8dd3a2ecd3900813c73cdefed76fd3dd9815464a56e11568f1
337,节标题幻灯片版式,演示文稿页面,08-presentation,基础幻灯片,core-slides,v2/images/08-presentation/337-节标题幻灯片版式.png,v2/thumbnails/08-presentation/337-节标题幻灯片版式.jpg,1086,1448,4e7ddd25f5ea7fa0bc8a3736121232f5d54697ad3c723d8573b5cbdc4636e739
338,两项内容幻灯片版式,演示文稿页面,08-presentation,基础幻灯片,core-slides,v2/images/08-presentation/338-两项内容幻灯片版式.png,v2/thumbnails/08-presentation/338-两项内容幻灯片版式.jpg,1086,1448,1e14904e8a38151c31c535308f189a15546da98acf78a6c16f776d2e66fa6605
339,比较幻灯片版式,演示文稿页面,08-presentation,基础幻灯片,core-slides,v2/images/08-presentation/339-比较幻灯片版式.png,v2/thumbnails/08-presentation/339-比较幻灯片版式.jpg,1086,1448,2e1d5e29e7414a7cb9acef94e499ffa62f84541094c4979a9392b0e6151583a8
340,仅标题幻灯片版式,演示文稿页面,08-presentation,基础幻灯片,core-slides,v2/images/08-presentation/340-仅标题幻灯片版式.png,v2/thumbnails/08-presentation/340-仅标题幻灯片版式.jpg,1086,1448,1bbb2c50d59b9df80cb1853a9126bcd207de2063baea0d0dbd5d7fcb69218cfd
341,空白幻灯片版式,演示文稿页面,08-presentation,基础幻灯片,core-slides,v2/images/08-presentation/341-空白幻灯片版式.png,v2/thumbnails/08-presentation/341-空白幻灯片版式.jpg,1086,1448,c298281645d99d50873d8306c6306cfb5e72aa991e7a5dec10917220a6481ba1
342,内容与标题说明幻灯片版式,演示文稿页面,08-presentation,基础幻灯片,core-slides,v2/images/08-presentation/342-内容与标题说明幻灯片版式.png,v2/thumbnails/08-presentation/342-内容与标题说明幻灯片版式.jpg,1086,1448,de8ea48a3b0e583007681859140367ac02bf34e62563cd12603ee2ae134d8067
343,图片与标题说明幻灯片版式,演示文稿页面,08-presentation,基础幻灯片,core-slides,v2/images/08-presentation/343-图片与标题说明幻灯片版式.png,v2/thumbnails/08-presentation/343-图片与标题说明幻灯片版式.jpg,1086,1448,fc5d1affe7b66ab21a83c6cba293b10d667571482d8f36b12d901723bf9cd0bc
344,大数字页幻灯片版式,演示文稿页面,08-presentation,叙事与数据页面,story-data-slides,v2/images/08-presentation/344-大数字页幻灯片版式.png,v2/thumbnails/08-presentation/344-大数字页幻灯片版式.jpg,1086,1448,17e1540ac51229a8c5683ba569b89aff88b6f05c4e0066e36fc9acce22f8aa2f
345,引语页幻灯片版式,演示文稿页面,08-presentation,叙事与数据页面,story-data-slides,v2/images/08-presentation/345-引语页幻灯片版式.png,v2/thumbnails/08-presentation/345-引语页幻灯片版式.jpg,1086,1448,29d844ba3fa884f23f7694f2ea159853388bb3ecbb34c049af7561ae05d5175d
346,时间线页幻灯片版式,演示文稿页面,08-presentation,叙事与数据页面,story-data-slides,v2/images/08-presentation/346-时间线页幻灯片版式.png,v2/thumbnails/08-presentation/346-时间线页幻灯片版式.jpg,1086,1448,f55d233ef14985390c55624f4ea2c36d6796f0982f46b69fc960b30258d97384
347,流程页幻灯片版式,演示文稿页面,08-presentation,叙事与数据页面,story-data-slides,v2/images/08-presentation/347-流程页幻灯片版式.png,v2/thumbnails/08-presentation/347-流程页幻灯片版式.jpg,1086,1448,dea6fa05fbd3e04bcc1e32e76f972de7c8e11c4a23a90735f795ca216638983d
348,矩阵页幻灯片版式,演示文稿页面,08-presentation,叙事与数据页面,story-data-slides,v2/images/08-presentation/348-矩阵页幻灯片版式.png,v2/thumbnails/08-presentation/348-矩阵页幻灯片版式.jpg,1086,1448,effe26fe770364d964c5a32bcab0af4d03c3d0c0e5c6b21760d4a1695d9a051c
349,数据图表页幻灯片版式,演示文稿页面,08-presentation,叙事与数据页面,story-data-slides,v2/images/08-presentation/349-数据图表页幻灯片版式.png,v2/thumbnails/08-presentation/349-数据图表页幻灯片版式.jpg,1086,1448,acbc058c3522b3328f7b2001edcd5d2e19331263745492ddb178654eca0c7245
350,全图页幻灯片版式,演示文稿页面,08-presentation,叙事与数据页面,story-data-slides,v2/images/08-presentation/350-全图页幻灯片版式.png,v2/thumbnails/08-presentation/350-全图页幻灯片版式.jpg,1086,1448,c8ad7f6a7841181c7ba41f645d5f3b9b59d231135e7da9ea20571c1315aab8fc
